id_bien;code_departement_code_commune;numero_voie;b_t_q;type_voie;code_voie;voie;prefix_section;section;numero_plan;lot;surface_carrez;surface_reelle;surface_terrain;type_local;nombre_piece
440877A1220BB2271;44087;7;A;RUE;1220;PASTEUR;;BB;227;1;54.91;57;;Appartement;2
4413216755AS32042;44132;16;;AV;755;DU LITTORAL;;AS;320;42;22.95;22;;Appartement;1
4416223475CM6761;44162;23;;RUE;475;DE CAHORS;;CM;67;61;66.74;67;;Appartement;3
450681B600AT7604;45068;1;B;RUE;600;KLEBER;;AT;760;4;52.69;53;;Appartement;3
452843153CH13727;45284;31;;RUE;53;DES ARMENAULT;;CH;137;27;60.48;60;;Appartement;3
45308350440ZI1046;45308;350;;RUE;440;DE VILLESERIN;;ZI;104;6;84.74;90;;Appartement;3
470525001B092K56527;47052;5001;;;B092;MAYNEOU;;K;565;27;28.72;28;;Appartement;2
4808083380AM3752;48080;83;;AV;380;DU MARECHAL FOCH;;AM;375;2;198;100;;Appartement;5
4900713B7260HO4663;49007;13;B;RUE;7260;ST LAZARE;;HO;466;3;35.65;36;;Appartement;2
5145483110CW811;51454;8;;COUR;3110;DES ECHELLES;;CW;81;1;50.65;52;;Appartement;2
54395385250BV2212;54395;38;;RUE;5250;VICTOR PROUVE;;BV;221;2;38;38;;Appartement;1
5449317190AB632476;54493;17;;RUE;190;MARC RATY;;AB;632;476;88;84;;Maison;5
560556400AK4944;56055;6;;RUE;400;DE LA FONTAINE;;AK;494;4;42.23;42;;Appartement;2
561865900AW2517;56186;5;;AV;900;DES NAIADES;;AW;251;7;33.24;32;;Appartement;1
5900987320NK1872;59009;8;;ALL;7320;VAUBAN;;NK;187;2;31.59;31;;Appartement;1
593325003240AB538509;59332;5003;;RUE;240;JEAN DE LANNOY;;AB;538;509;45.55;46;;Appartement;2
59367142B570AB12462;59367;142;B;RUE;570;JULES GUESDE;;AB;1246;2;105;85;;Appartement;3
60159222810BX10637;60159;22;;RUE;2810;PIERRE SAUVAGE;;BX;106;37;71.19;161;;Appartement;4
661719019A083AD9011;66171;9019;;RES;A083;LE HAMEAU DU PAR;;AD;901;1;42.53;36;;Appartement;3
69029372770B161883;69029;372;;RTE;770;DE GENAS;;B;1618;83;53.43;53;;Appartement;2
691498630AL682;69149;8;;RUE;630;LORTET;;AL;68;2;29.53;30;;Appartement;3
69264841270AC1697;69264;84;;RUE;1270;NATIONALE;;AC;169;7;66.07;66;;Appartement;3
6938151895AT10952;69381;5;;RUE;1895;CONSTANTINE;;AT;109;52;37.6;162;;Appartement;6
7401026901EK75108;74010;26;;CHE;901;DES FINS NORD;;EK;75;108;60.21;62;;Appartement;3
7421523168A28601025;74215;231;;RTE;68;DE LA GLIAT;;A;2860;1025;20.01;24;;Appartement;2
751011448635AS443;75101;144;;RUE;8635;SAINT HONORE;;AS;44;3;31.24;33;;Appartement;1
75102629318AK6213;75102;62;;RUE;9318;TIQUETONNE;;AK;62;13;98.12;98;;Appartement;3
751031309191AI4011;75103;130;;RUE;9191;DU TEMPLE;;AI;40;11;12.83;13;;Appartement;1
75107521202AY1526;75107;52;;RUE;1202;DE BOURGOGNE;;AY;15;26;112.5;110;;Appartement;4
751071278529CD10524;75107;127;;RUE;8529;ST DOMINIQUE;;CD;105;24;101.52;75;;Appartement;4
75107175202CI7120;75107;17;;AV;5202;DE LA BOURDONNAIS;;CI;7;120;76.49;78;;Appartement;3
75111101174BH6014;75111;10;;RUE;1174;BOULLE;;BH;60;14;43.27;36;;Appartement;2
75111458901BI57128;75111;45;;RUE;8901;SEDAINE;;BI;57;128;36.44;35;;Appartement;2
7511134700CP10139;75111;3;;RUE;4700;IMMEUBLES INDUSTRIELS;;CP;101;39;89.76;95;;Appartement;3
751122612584AT134;75112;261;;AV;2584;DAUMESNIL;;AT;13;4;75.62;72;;Appartement;4
75114288446CO1212;75114;28;;RUE;8446;DE LA SABLIERE;;CO;121;2;19.08;19;;Appartement;1
75114138225DM264;75114;13;;RUE;8225;DE RIDDER;;DM;26;4;46.26;40;;Appartement;2
75115303793BZ2015;75115;30;;RUE;3793;FRANCOIS BONVIN;;BZ;20;15;23.37;24;;Appartement;1
75115843266DV6218;75115;84;;AV;3266;EMILE ZOLA;;DV;62;18;41.03;43;;Appartement;1
7511578824EN312;75115;7;;RUE;8824;SARASATE;;EN;3;12;52.02;48;;Appartement;3
75116235622FA5029;75116;23;;RUE;5622;LE SUEUR;;FA;50;29;71.93;71;;Appartement;3
7511721930DG398;75117;21;;RUE;930;BERZELIUS;;DG;39;8;50.83;50;;Appartement;3
7511852535AX113;75118;5;;VLA;2535;DAMREMONT;;AX;11;3;33.09;28;;Appartement;2
75119156236AS1228;75119;15;;RUE;6236;DE MEAUX;;AS;12;28;17.3;18;;Appartement;1
75120287393AC23137;75120;28;;RUE;7393;PIAT;;AC;23;137;15.02;15;;Appartement;1
75120287393AC23149;75120;28;;RUE;7393;PIAT;;AC;23;149;13.25;19;;Appartement;1
7512091836AH3323;75120;9;;RUE;1836;CHARLES FRIEDEL;;AH;33;23;13.53;14;;Appartement;1
75120176924CC7334;75120;17;;RUE;6924;ORFILA;;CC;73;34;27.61;28;;Appartement;1
7664715520AC4351;76647;15;;RUE;520;SYLVESTRE DUMESNIL;;AC;435;1;89.28;89;;Appartement;3
7705851270AL2303;77058;51;;AV;270;MARIE CURIE;;AL;230;3;33.25;33;;Appartement;1
770833108AE13120;77083;3;;ALL;108;DES CHARMILLES;;AE;13;120;96.92;102;;Appartement;5
7710840T340BE4078;77108;40;T;RUE;340;DE LA BELLE ILE;;BE;407;8;89.09;89;;Maison;4
771183B340BL3371;77118;3;B;RUE;340;DE L EGLISE;;BL;337;1;39.02;45;;Appartement;3
7713118310AO244104;77131;18;;AV;310;GASTELLIER;;AO;244;104;66.67;66;;Appartement;3
77186129570AK7733;77186;129;;RUE;570;GRANDE;;AK;77;33;35.61;35;;Appartement;2
7728861490BC2024;77288;61;;RUE;490;DE L ECLUSE;;BC;202;4;87.18;92;;Appartement;5
7732714293AH34719;77327;14;;RUE;293;JEAN JAURES;;AH;347;19;131;100;;Maison;5
774681181BK49730;77468;1;;ALL;181;GASTON DEFFERRE;;BK;497;30;51.92;51;;Appartement;2
7800525160BE123104;78005;25;;RUE;160;GEORGES BOURGOIN;;BE;123;104;72;67;;Appartement;3
7800526472BE54727;78005;26;;RUE;472;DES SOURCES;;BE;547;27;96.67;95;;Maison;5
7809022155AC1502;78090;22;;RUE;155;PERNOTTE;;AC;150;2;66.69;67;;Maison;4
781602260AV283;78160;2;;RUE;260;COUPE;;AV;28;3;22.29;46;;Appartement;1
7816514770AE29513;78165;14;;RUE;770;TRISTAN BERNARD;;AE;295;13;53.68;54;;Appartement;3
781722041680AP97079;78172;204;;AV;1680;DU MARECHAL FOCH;;AP;970;79;76.3;69;;Appartement;4
7817253790AR14719;78172;53;;RUE;790;DESIRE CLEMENT;;AR;147;19;62.27;62;;Appartement;3
78208432070AO224314;78208;43;;VC;2070;LES NOUVEAUX HORIZONS;;AO;22;4314;105.31;106;;Appartement;5
7829724416AC24423;78297;24;;RUE;416;DES ROUGON MACQUART;;AC;244;23;67.66;68;;Appartement;3
783507535AT118101;78350;7;;;535;RES PARC DU CHATEAU;;AT;118;101;79.78;83;;Appartement;4
7849028220BC19149;78490;28;;RUE;220;DE LA FERRONNERIE;;BC;191;49;70.42;69;;Appartement;3
7858623280AH470314;78586;2;;AV;3280;DU VAL NOTRE DAME;;AH;470;314;61.85;52;;Appartement;2
7864066185AK131106;78640;66;;AV;185;DE L EUROPE;;AK;131;106;77.62;72;;Appartement;3
7864212250AI6340;78642;12;;GR;250;GRANDE RUE;;AI;63;40;39.2;39;;Appartement;2
7864692190BT7231;78646;92;;RUE;190;D ANJOU;;BT;72;31;31.3;33;;Appartement;2
786503B10AN9710;78650;3;B;RUE;10;ALBERT JOLY;;AN;97;10;16.85;17;;Appartement;1
802289018565AW31516;80228;9018;;PROM;565;JULES NOIRET;;AW;315;16;56.76;70;;Appartement;3
830429006A120BE251132;83042;9006;;;A120;LES MARINES DE COGOLIN;;BE;25;1132;59.63;65;;Appartement;3
830429005A120BE25199;83042;9005;;;A120;LES MARINES DE COGOLIN;;BE;25;199;43.65;46;;Appartement;2
830917581E12135;83091;7;;RUE;581;DU MOULIN A HUILE;;E;1213;5;81.04;90;;Appartement;2
831269001A460AR9435257;83126;9001;;HAM;A460;DE TAMARIS;;AR;943;5257;19;19;;Appartement;1
83129610280CC192115;83129;610;;BD;280;DE CABRY;;CC;192;115;47.24;50;;Appartement;2
83137122805CY12319;83137;12;;RUE;2805;FELIX BANETTE;;CY;123;19;31.75;30;;Appartement;2
831449001A260AW100912;83144;9001;;;A260;ENGOUVINS ARBOUSIERS;;AW;100;912;69.28;67;;Appartement;3
8512816500AR28629;85128;16;;CHE;500;DU GATY;;AR;286;29;47.43;48;;Appartement;2
8516435I1190AH2669;85164;35;I;RUE;1190;DE LA GUILLOTIERE;;AH;266;9;43.1;46;91;Maison;2
85234181912AM1607;85234;18;;RUE;1912;DE LA GARENNE;;AM;160;7;70.97;73;306;Maison;3
85288A052228CZ16;85288;;;RES;A052;LES BOSQUETS II;228;CZ;1;6;30.36;31;;Appartement;2
8708571700EL58412;87085;7;;RUE;1700;ELISEE RECLUS;;EL;584;12;80.46;81;;Appartement;4
8708523176EY2131;87085;2;;ALL;3176;LOUIS LEPRINCE RINGUET;;EY;213;1;37.85;36;;Appartement;1
8716114370AC92106;87161;14;;AV;370;DE CLERMONT;;AC;92;106;41.63;39;;Appartement;2
87187571340AI35829;87187;57;;BD;1340;DE L HOTEL DE VILLE;;AI;358;29;7.1;70;;Appartement;3
88160391710AB130632;88160;39;;RUE;1710;DES MINIMES;;AB;1306;32;35;36;;Appartement;2
9102771390R104233;91027;7;;AV;1390;DU 18 AVRIL;;R;1042;33;30.36;22;;Appartement;1
9121649470ZD34813;91216;49;;RUE;470;DE LA DIVISION LECLERC;;ZD;348;13;75.38;72;;Appartement;4
91326241270AI237119;91326;24;;RUE;1270;HOCHE;;AI;237;119;28.94;28;;Appartement;1
913457245AE64164;91345;7;;BD;245;DE BRETAGNE;;AE;641;64;31.2;30;;Appartement;1
9134728330AH86811;91347;28;;RUE;330;DU PARADIS;;AH;868;11;42.3;42;;Appartement;2
9140577140AB20811;91405;77;;AV;140;DE GANAY;;AB;208;11;27.45;30;;Appartement;1
91665141420AE462;91665;14;;RUE;1420;GRANDE RUE;;AE;46;2;71.8;71;;Appartement;3
91665371480AN5995;91665;37;;CHE;1480;DES SABLONS;;AN;599;5;79.62;76;;Appartement;3
91667301320AE42411;91667;30;;AV;1320;DE SEQUIGNY;;AE;424;11;65;65;;Appartement;3
916875650AT403129;91687;5;;RUE;650;DU CAPITAINE FERBER;;AT;403;129;86.01;85;;Maison;4
9200296246O21617;92002;9;;RUE;6246;DES MORTEAUX;;O;216;17;27.4;28;;Appartement;1
92004174130AT15012;92004;17;;RUE;4130;DU GENERAL MANGIN;;AT;150;12;35.12;34;;Appartement;2
9200427646Q8516;92004;27;;RUE;646;DES BAS;;Q;85;16;23.42;30;;Appartement;1
92012122541S129109;92012;12;;RUE;2541;DENFERT ROCHEREAU;;S;129;109;80.1;99;;Appartement;3
920192665J1552;92019;2;;AV;665;DU BOIS;;J;155;2;77.2;76;;Appartement;4
9202640620AI24775;92026;40;;RUE;620;BAUDIN;;AI;24;775;97.01;31;;Appartement;4
9202664737AT746;92026;6;;RUE;4737;JEAN MOULIN;;AT;74;6;52.35;38;;Appartement;2
9202664449V1291233;92026;6;;SQ;4449;HENRI REGNAULT;;V;129;1233;73.31;70;;Appartement;3
92048191870AL65414;92048;19;;RUE;1870;DE PARIS;;AL;654;14;62.53;62;;Appartement;3
92050678515AR30635;92050;67;;RUE;8515;SADI CARNOT;;AR;306;35;87.03;86;;Appartement;4
92075237125E19123;92075;23;;AV;7125;PASTEUR;;E;191;23;51.74;52;;Appartement;2
930072101245AB205357;93007;210;;AV;1245;DU HUIT MAI 1945;;AB;205;357;59.41;60;;Appartement;4
9301039610AU16335;93010;3;;RUE;9610;DE VARSOVIE;;AU;163;35;57.88;58;;Appartement;3
93048833593AV763;93048;83;;RUE;3593;DE LA FRATERNITE;;AV;76;3;48.93;45;;Appartement;2
93050172B860AL38871;93050;172;B;RUE;860;PAUL ET CAMILLE THOMOUX;;AL;388;71;46.66;50;;Appartement;2
930551884738U90326;93055;188;;AV;4738;JEAN LOLIVE;;U;90;326;67.8;67;;Appartement;3
93059687185U5043;93059;68;;AV;7185;POTIER;;U;504;3;100;60;;Appartement;4
930626440AK975;93062;6;;ALL;440;GAMBETTA;;AK;97;5;19.6;20;;Appartement;2
930701076165AI863;93070;107;;AV;6165;MICHELET;;AI;86;3;64.25;61;;Appartement;3
94002843180AC362;94002;84;;RUE;3180;ETIENNE DOLET;;AC;36;2;56.02;48;;Appartement;3
9400355641I31;94003;55;;RUE;641;BERTHOLLET;;I;3;1;44.04;47;;Maison;4
940151424155V1816;94015;142;;AV;4155;DU GENERAL LECLERC;;V;18;16;27.85;27;;Appartement;1
94016128110R4018;94016;12;;RUE;8110;RASPAIL;;R;40;18;73.87;68;;Appartement;2
9403429115K19265;94034;2;;SEN;9115;NOUE DU TEMPS DES CERISES;;K;192;65;66.42;67;;Appartement;3
94034569150O21980;94034;56;;;9150;RES DE TOURVOIE;;O;219;80;70.45;63;;Appartement;4
9404416212AO18738;94044;16;;ALL;212;DES FAUVETTES;;AO;187;38;98.77;90;;Maison;5
940521B620AE3461;94052;1;B;RUE;620;BAUYN DE PERREUSE;;AE;346;1;33.52;33;;Appartement;1
9406839617DI4334;94068;3;;RUE;9617;VASSAL;;DI;43;34;19.64;20;;Appartement;1
94068744101V1412;94068;74;;AV;4101;GABRIEL PERI;;V;141;2;60.81;58;;Appartement;3
940701320AN7045;94070;13;;RUE;20;DE LA CAVETTE;;AN;70;45;40.73;40;;Appartement;2
94080285160L1573045;94080;28;;BD;5160;DE LA LIBERATION;;L;157;3045;54.49;55;;Appartement;2
94080205185X6316;94080;20;;RUE;5185;LOUIS BESQUEL;;X;63;16;93.26;96;;Appartement;4
9513448260AB26644;95134;48;;RUE;260;DE CHAMBLY;;AB;266;44;94.15;92;;Maison;5
9521072660AE4714;95210;72;;RUE;660;DES THERMES;;AE;47;14;84.87;85;;Appartement;4
9521918829AO58931;95219;18;;RTE;829;DE FRANCONVILLE;;AO;589;31;34.54;34;;Appartement;1
9521951515AO6765044;95219;5;;RUE;1515;PAUL ELUARD;;AO;676;5044;62.69;62;;Appartement;3
9542877B450AD481161;95428;77;B;RUE;450;DES CHESNEAUX;;AD;481;161;62.94;62;;Appartement;3
955009575AW223159;95500;9;;RUE;575;HENRI DUNANT;;AW;223;159;91.28;92;;Appartement;5
9722135305FB136Y3052;972213;5305;F;;B136;LA DESIRADE;;Y;305;2;90.71;103;;Maison;4
97441122498BZ12722;974411;22;;RTE;498;DES EUCALYPTUS      LA MTA;;BZ;1272;2;109.87;119;;Appartement;4
974411321094HH37637;974411;32;;CHE;1094;DES PECHERS;;HH;376;37;37.8;38;;Appartement;2
974411118197ID2893087;974411;118;;CHE;197;DE BOIS ROUGE;;ID;289;3087;67.42;59;;Appartement;3
01173242650AM30140;01173;242;;RUE;650;DE PRE BAILLY;;AM;301;40;50.33;50;;Appartement;2
01185115410B105420;01185;115;;RUE;410;MASONOD;;B;1054;20;77.3;75;;Appartement;4
012693270AB84146;01269;3;;RUE;270;DU DOCTEUR GREZEL;;AB;841;46;107.61;106;;Appartement;5
013133377AP75306;01313;33;;MAIL;77;DU NEUTRINO;;AP;75;306;71.43;70;;Appartement;3
01354245AX1121;01354;2;;RUE;45;DE CHAMP FUSY;;AX;1;121;30.62;31;;Appartement;1
0272218330AI211;02722;18;;RUE;330;DU CHAMP BOUILLANT;;AI;21;1;49.33;48;;Appartement;2
040885700G1132;04088;5;;AV;700;MARCEL ANDRE;;G;113;2;33.8;41;;Appartement;2
0411218182AA857;04112;181;;ALL;82;DES AVETTES;;AA;8;57;82.37;79;;Maison;5
042057089B083AC215301;04205;7089;;;B083;SAINT PIERRE;;AC;215;301;90.75;87;;Appartement;4
05177536032AA176487;05177;5360;;ESP;32;DESPIERRE;;AA;176;487;17.34;17;;Appartement;1
0517752463AB1682;05177;5246;;ALL;3;AICARDI HUBERT;;AB;168;2;55.76;35;;Appartement;1
060044812240AN172;06004;481;;RTE;2240;DE NICE;;AN;1;72;45.42;46;;Appartement;2
06004301680BV414243;06004;30;;BD;1680;JAMES WYLLIE;;BV;414;243;31.31;32;;Appartement;1
06027731480BP29914;06027;73;;AV;1480;DE GRASSE;;BP;299;14;31.03;28;;Appartement;2
0603011674AB29059;06030;11;;CHE;674;GARIBONDY;;AB;290;59;51.6;46;;Appartement;2
06069132770BO131;06069;13;;BD;2770;MARECHAL LECLERC;;BO;13;1;35.43;30;;Appartement;2
060735709B128AD30227;06073;5709;;;B128;FRONT DE NEIGE;;AD;30;227;17.74;18;;Appartement;1
0607950144AM1251001;06079;501;;AV;44;DES ANCIENS COMBATTANTS;;AM;125;1001;28.77;31;;Appartement;1
060881161265ED2355;06088;116;;BD;1265;DE CESSOLE;;ED;235;5;44.49;25;;Appartement;1
0608819B2610KL163182;06088;19;B;BD;2610;FRANCK PILATTE;;KL;163;182;104.48;100;;Appartement;4
06088353475LT475;06088;35;;BD;3475;JOSEPH GARNIER;;LT;47;5;68.39;75;;Appartement;3
06088351140MP41928;06088;35;;BD;1140;CARLONE;;MP;419;28;17.04;18;;Appartement;1
061491080BA3123;06149;10;;CHE;80;DE L ARBRE;;BA;312;3;25.75;25;;Appartement;2
061591125559AN4366;06159;1125;;BD;559;NAPOLEON III;;AN;43;66;51.44;60;;Appartement;2
0701924220F3949;07019;2;;BD;4220;GAMBETTA;;F;394;9;52.8;47;;Appartement;2
07102907208AB5271;07102;907;;RUE;208;HENRI DUNANT;;AB;527;1;57.17;53;;Appartement;3
091224980C1375;09122;4;;RUE;980;DE LA MIRANDOLLE;;C;137;5;68.69;71;;Appartement;3
103434455AR321122;10343;4;;RUE;455;VILLON;;AR;321;122;44.32;44;;Appartement;2
10387125420CH2611;10387;12;;RUE;5420;DE LA VISITATION;;CH;261;1;28.17;28;;Appartement;2
10387125420CH2612;10387;12;;RUE;5420;DE LA VISITATION;;CH;261;2;28;28;;Appartement;2
11202804A006DC22804;11202;804;;RES;A006;APHRODITE LA VOIE D'EAU;;DC;22;804;14.88;15;;Appartement;1
130864725AC614;13086;4;;RUE;725;DU PONT;;AC;61;4;72.88;70;;Appartement;3
130865597B152AS47616;13086;5597;;;B152;LE REPOS;;AS;476;16;32.71;40;;Appartement;2
13201143889803A1596;13201;14;;BD;3889;GARIBALDI;803;A;159;6;100.24;105;;Appartement;3
132011054715805C874;13201;105;;RUE;4715;JEAN DE BERNARDY;805;C;87;4;43.6;42;;Appartement;1
13201414613805E284190;13201;41;;RUE;4613;D ISOARD;805;E;284;190;16.61;16;;Appartement;1
13202451624808B705;13202;45;;AV;1624;CAMILLE PELLETAN;808;B;70;5;40.04;37;;Appartement;2
13202245950810D1164;13202;24;;RUE;5950;MAZENOD;810;D;116;4;56.78;56;;Appartement;2
132031106820814E8168;13203;110;;BD;6820;DE PARIS;814;E;8;168;64.64;65;;Appartement;3
13204216689818K127;13204;21;;RUE;6689;ORAN;818;K;12;7;29.91;30;;Appartement;1
13206491332825B806;13206;49;;RUE;1332;DES BONS ENFANTS;825;B;80;6;31;35;;Appartement;1
13206686734826A16443;13206;68;;RUE;6734;DE LA PAIX MARCEL PAUL;826;A;164;43;21.68;23;;Appartement;1
13207452561834C14524;13207;45;;AV;2561;DE LA CORSE;834;C;145;24;77.79;92;;Appartement;3
13208624930842A68264;13208;62;;AV;4930;JULES CANTINI;842;A;68;264;90.67;84;;Appartement;5
132089001A002844C4207;13208;9001;;CITE;A002;LE CORBUSIER;844;C;4;207;31;31;;Appartement;1
13209837795850D2384068;13209;83;;BD;7795;DU REDON;850;D;238;4068;83.7;91;;Appartement;5
132092012600853X47294;13209;201;;SQ;2600;LA CRAVACHE;853;X;47;294;51.21;51;;Appartement;3
13213262566888B57242;13213;26;;AV;2566;COROT;888;B;57;242;48.89;49;;Appartement;2
13214172450890C426;13214;17;;BD;2450;DU CDT FINAT DUCLOS;890;C;42;6;35.85;31;;Appartement;2
170949004A030AB70949;17094;9004;;RES;A030;DEAUVILLE;;AB;709;49;28.87;29;;Appartement;2
1741511960CE1483;17415;11;;RUE;960;DE LA COMEDIE;;CE;148;3;37.85;42;;Appartement;2
221364B470AE13727;22136;4;B;AV;470;DES COMBATTANTS;;AE;137;27;31.27;31;;Appartement;1
2227873605CX2854;22278;7;;RUE;3605;PIERRE SEMARD;;CX;285;4;48.54;48;;Appartement;2
24053628B019BA349;24053;628;;;B019;CHAMP DE MARSICOU;;BA;34;9;130;98;;Appartement;4
2505671380HW2301;25056;7;;AV;1380;COMMANDANT MARCEAU;;HW;230;1;63.81;68;;Appartement;3
2636214390AX3825;26362;14;;RUE;390;AUGUSTE COMTE;;AX;38;25;117.67;117;;Maison;5
280853660AI168;28085;3;;RUE;660;DES CHANGES;;AI;16;8;93.69;92;;Appartement;4
281102184AM28768;28110;21;;AV;84;DE L'EUROPE;;AM;287;68;58.41;58;;Appartement;3
2A0049001A830AN74201;2A004;9001;;RES;A830;VALLE SERENA;;AN;74;201;102.18;94;;Appartement;4
2A00441130BY511;2A004;4;;RUE;1130;POZZO DI BORGO;;BY;51;1;45;35;;Appartement;1
2A0175200B252D56199;2A017;5200;;;B252;TAMARICCIO;;D;561;99;26.17;22;;Maison;1
2A2885762B210D728;2A288;5762;;;B210;DICCIPPOLO;;D;72;8;80.82;89;;Appartement;3
3018914620EY27010;30189;14;;RUE;620;DE L ASPIC;;EY;270;10;34.87;37;;Appartement;1
3018924190EY33035;30189;2;;RUE;4190;DE L HORLOGE;;EY;330;35;20.49;20;;Appartement;1
30189159395HN652109;30189;159;;ALL;395;ANNE FRANK;;HN;652;109;67.15;67;;Appartement;3
311493726BP95309;31149;3;;AV;726;HENRI MARTIN;;BP;95;309;40.49;40;;Appartement;2
3155530580807AC416222;31555;30;;RUE;580;ASSALIT;807;AC;416;222;53.61;53;;Appartement;2
3155549830809AC67327;31555;49;;IMP;830;DE LA BARAQUETTE;809;AC;67;327;67.81;67;;Appartement;3
31555115132820AB6843;31555;11;;BD;5132;LAZARE CARNOT;820;AB;68;43;70.37;75;;Appartement;2
315552384652836AY373101;31555;238;;AV;4652;JEAN RIEUX;836;AY;373;101;63.77;63;;Appartement;3
3155592108837AK11571;31555;9;;RUE;2108;CLAUDE GONIN;837;AK;115;71;63.94;64;;Appartement;3
33063229320HY2821;33063;22;;RUE;9320;VICTOR LOUIS LIOTARD;;HY;28;21;17.34;14;;Appartement;1
330632124810MA18829;33063;212;;RUE;4810;JUDAIQUE;;MA;188;29;50.87;51;;Appartement;2
330979001A003BZ2428;33097;9001;;VGE;A003;ARTS ET VIE;;BZ;24;28;24.92;25;;Appartement;2
3328172807BY790310;33281;7;;AV;2807;WINSTON CHURCHILL;;BY;790;310;70.93;68;;Appartement;4
340241167AM451;34024;11;;RUE;67;DE LA VENE;;AM;45;1;54.46;63;;Maison;2
341721885347LV25928;34172;188;;RUE;5347;DE SICILE;;LV;259;28;148.04;108;;Maison;6
341729494666MS2902998;34172;949;;AV;4666;DU PROFESSEUR LOUIS RAVAS;;MS;290;2998;65.16;72;;Appartement;4
341721096104TE1732004;34172;109;;RUE;6104;FRANCIS LOPEZ;;TE;173;2004;55.15;57;;Appartement;2
3505521162AK8948;35055;21;;AV;162;FRANCOIS MITTERRAND;;AK;89;48;43.9;44;;Appartement;2
352817964AV79419;35281;7;;ALL;964;BARBARA;;AV;794;19;66.6;66;;Appartement;3
3818573690AK477;38185;7;;RUE;3690;DE L ISERE;;AK;47;7;60.87;57;;Appartement;2
3818535500CS54113;38185;3;;RUE;5500;PAUL JANET;;CS;54;113;41.34;40;;Appartement;1
385163510AK29630;38516;3;;RUE;510;DU TAILLEFER;;AK;296;30;97.23;96;;Appartement;4
40046283B179AI39044;40046;283;;;B179;PAS DE LES AMNES;;AI;390;44;37.69;38;;Appartement;2
40046771269AK10337;40046;77;;RUE;1269;MODIGLIANI;;AK;1033;7;71.68;74;;Appartement;3
402841749AM3014;40284;17;;ALL;49;DES CHEVREUILS;;AM;301;4;79.36;79;;Maison;4
4028420103AV6711;40284;20;;AV;103;DES FAISANS;;AV;67;11;67.45;68;;Appartement;3
402963A115AW3248;40296;3;;RES;A115;LA SABLEYRE;;AW;32;48;41.44;41;;Appartement;2
411282131C48011;41128;2;;RUE;131;DE LA GARE;;C;480;11;62;60;;Maison;3
41269371250BD506416;41269;37;;MAIL;1250;DU MAL LECLERC;;BD;506;416;61.36;54;;Appartement;3
4209911100AD933;42099;11;;RUE;100;JOSEPH SOUTEYRAT;;AD;93;3;54.6;80;;Appartement;3
421701507497B1042101;42170;1507;;CHE;497;TREVE RAISIN;;B;1042;101;63.16;64;;Appartement;2
4218920400AK56511;42189;20;;RUE;400;GAMBETTA;;AK;565;11;80.8;85;;Appartement;3
4410922500HW297234;44109;22;;RUE;500;BABONEAU;;HW;297;234;191.3;181;;Maison;7
441091042190KV37810;44109;104;;RUE;2190;DU CORPS DE GARDE;;KV;378;10;49.16;49;;Appartement;2
44109108B708NY22429;44109;108;B;BD;708;DES BELGES;;NY;224;29;26.87;27;;Appartement;1
4418464310CL513;44184;64;;RUE;310;ARISTIDE BRIAND;;CL;51;3;80.52;80;;Appartement;3
44184365840VH694;44184;36;;BD;5840;VICTOR HUGO;;VH;69;4;34.49;36;;Appartement;2
4421544418BI34426;44215;44;;RUE;418;DU CHAPEAU BERGER;;BI;344;26;32.4;38;;Appartement;1
45234116561ES13118;45234;11;;RUE;6561;THEOPHILE GAUTIER;;ES;131;18;101.52;103;;Maison;4
4900722150BT3314;49007;2;;RUE;2150;DE CRIMEE;;BT;33;14;56.36;59;;Appartement;3
49007664315DZ97227;49007;66;;AV;4315;JEAN XXIII;;DZ;97;227;28.26;28;;Appartement;1
492784T81BB705;49278;4;T;RTE;81;DU HUTREAU;;BB;70;5;37.91;42;;Appartement;2
53130103543BH9445;53130;10;;RUE;3543;MARECHAL LEFEBVRE;;BH;9;445;65.05;65;;Appartement;3
541842556AT4543;54184;25;;RUE;56;D'OZERAILLES RES.SQ.GALLE;;AT;454;3;43.69;43;;Appartement;2
591639003A006AX14232;59163;9003;;RES;A006;PLANCHE EPINOY;;AX;142;32;66.3;69;;Appartement;3
5935037613LO692;59350;37;;RUE;613;BASSE;;LO;69;2;103.52;90;;Appartement;3
593609001A045AN946127;59360;9001;;RES;A045;DU PARC DU CHATEAU;;AN;946;127;48.9;50;;Appartement;2
5937814930BT80624;59378;14;;BD;930;GEORGES CLEMENCEAU;;BT;806;24;42.78;42;;Appartement;2
595121282970DH4026;59512;128;;AV;2970;JULIEN LAGACHE;;DH;40;26;58.62;60;;Appartement;3
59599122450EY2044;59599;12;;RUE;2450;DU GENERAL LECLERC;;EY;204;4;59.3;40;;Appartement;2
59599601420IP3043;59599;60;;RUE;1420;DE CONSTANTINE;;IP;304;3;43.2;41;;Appartement;2
59646682AW1165217;59646;6;;RUE;82;ARTHUR BUYSE;;AW;1165;217;54.67;55;;Appartement;2
6005719100Y6059;60057;19;;RUE;100;D AGINCOURT;;Y;60;59;79.61;82;;Appartement;4
601751285BE1871659;60175;1;;ALL;285;COLETTE;;BE;187;1659;50.73;51;;Appartement;3
62758162640BT1645;62758;162;;RTE;640;DE SAINT OMER;;BT;164;5;41;50;;Appartement;3
660371263BL14729;66037;1;;RUE;263;DES HIRONDELLES;;BL;147;29;74.89;75;;Maison;4
